"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"64212","Robertson,D.L.","Peeters,M.",2000,"Submitted (25-OCT-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"70622","Shaw,G.M.","Hahn,B.H.",2000,"Submitted (25-OCT-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"70712","Shaw,G.M.","Peeters,M.",2000,"Submitted (25-OCT-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"77121","Hahn,B.H.","Peeters,M.",2000,"Submitted (25-OCT-2000) Medicine, University of Alabama at	Birmingham, 701 19th Street, South, LHRB 641, Birmingham, AL 35294,	USA","Human immunodeficiency virus 1","Viruses",11676
"1174","Bleiber,G.","Munoz,M.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"2133","Bleiber,G.","Ciuffi,A.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"3105","Bleiber,G.","Meylan,P.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"4100","Bleiber,G.","Telenti,A.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"76118","Munoz,M.","Ciuffi,A.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"7796","Munoz,M.","Meylan,P.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"7892","Munoz,M.","Telenti,A.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"15095","Ciuffi,A.","Meylan,P.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"15192","Ciuffi,A.","Telenti,A.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"22392","Meylan,P.","Telenti,A.",2000,"Submitted (26-OCT-2000) Institute of Microbiology and Division of	Infectious Diseases, Centre Hospitalier Universitaire Vaudois, Rue	du Bugnon, Lausanne 1011, Switzerland","Human immunodeficiency virus 1","Viruses",11676
"1175","Vallejo,A.","Gurtler,L.",2000,"Submitted (26-OCT-2000) Molecular Biology, Hospital Virgen del	Rocio, Manuel Siurot s/n, Sevilla 41013, Spain","Human immunodeficiency virus 1","Viruses",11676
"2134","Vallejo,A.","Zekeng,L.",2000,"Submitted (26-OCT-2000) Molecular Biology, Hospital Virgen del	Rocio, Manuel Siurot s/n, Sevilla 41013, Spain","Human immunodeficiency virus 1","Viruses",11676
"3106","Vallejo,A.","Hewlett,I.K.",2000,"Submitted (26-OCT-2000) Molecular Biology, Hospital Virgen del	Rocio, Manuel Siurot s/n, Sevilla 41013, Spain","Human immunodeficiency virus 1","Viruses",11676
"76119","Gurtler,L.","Zekeng,L.",2000,"Submitted (26-OCT-2000) Molecular Biology, Hospital Virgen del	Rocio, Manuel Siurot s/n, Sevilla 41013, Spain","Human immunodeficiency virus 1","Viruses",11676
"7797","Gurtler,L.","Hewlett,I.K.",2000,"Submitted (26-OCT-2000) Molecular Biology, Hospital Virgen del	Rocio, Manuel Siurot s/n, Sevilla 41013, Spain","Human immunodeficiency virus 1","Viruses",11676
"15096","Zekeng,L.","Hewlett,I.K.",2000,"Submitted (26-OCT-2000) Molecular Biology, Hospital Virgen del	Rocio, Manuel Siurot s/n, Sevilla 41013, Spain","Human immunodeficiency virus 1","Viruses",11676
"1176","Tamalet,C.","Yahi,N.",2000,"Submitted (26-OCT-2000) Laboratoire de Virologie, CHRU La Timone,	264 rue St. Pierre, Marseille 13005, France","Human immunodeficiency virus 1","Viruses",11676
"2135","Tamalet,C.","Tourres,C.",2000,"Submitted (26-OCT-2000) Laboratoire de Virologie, CHRU La Timone,	264 rue St. Pierre, Marseille 13005, France","Human immunodeficiency virus 1","Viruses",11676
"3107","Tamalet,C.","Fantini,J.",2000,"Submitted (26-OCT-2000) Laboratoire de Virologie, CHRU La Timone,	264 rue St. Pierre, Marseille 13005, France","Human immunodeficiency virus 1","Viruses",11676
"76120","Yahi,N.","Tourres,C.",2000,"Submitted (26-OCT-2000) Laboratoire de Virologie, CHRU La Timone,	264 rue St. Pierre, Marseille 13005, France","Human immunodeficiency virus 1","Viruses",11676
"7798","Yahi,N.","Fantini,J.",2000,"Submitted (26-OCT-2000) Laboratoire de Virologie, CHRU La Timone,	264 rue St. Pierre, Marseille 13005, France","Human immunodeficiency virus 1","Viruses",11676
"15097","Tourres,C.","Fantini,J.",2000,"Submitted (26-OCT-2000) Laboratoire de Virologie, CHRU La Timone,	264 rue St. Pierre, Marseille 13005, France","Human immunodeficiency virus 1","Viruses",11676
"1177","Kelleher,A.D.","Long,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"2136","Kelleher,A.D.","Holmes,E.C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"3108","Kelleher,A.D.","Allen,R.L.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"4101","Kelleher,A.D.","Wilson,J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"591","Kelleher,A.D.","Conlon,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"681","Kelleher,A.D.","Workman,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"7106","Kelleher,A.D.","Shaunak,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8105","Kelleher,A.D.","Olson,K.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"941","Kelleher,A.D.","Goulder,P.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1031","Kelleher,A.D.","Brander,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1178","Kelleher,A.D.","Ogg,G.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1222","Kelleher,A.D.","Sullivan,J.S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1317","Kelleher,A.D.","Dyer,W.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1413","Kelleher,A.D.","Jones,I.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1530","Kelleher,A.D.","McMichael,A.J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1614","Kelleher,A.D.","Rowland-Jones,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1711","Kelleher,A.D.","Phillips,R.E.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"76121","Long,C.","Holmes,E.C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"7799","Long,C.","Allen,R.L.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"7893","Long,C.","Wilson,J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"7981","Long,C.","Conlon,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8076","Long,C.","Workman,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8166","Long,C.","Shaunak,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8253","Long,C.","Olson,K.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8344","Long,C.","Goulder,P.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8431","Long,C.","Brander,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8527","Long,C.","Ogg,G.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8618","Long,C.","Sullivan,J.S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8714","Long,C.","Dyer,W.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8810","Long,C.","Jones,I.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"8910","Long,C.","McMichael,A.J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"902","Long,C.","Rowland-Jones,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"9111","Long,C.","Phillips,R.E.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15098","Holmes,E.C.","Allen,R.L.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15193","Holmes,E.C.","Wilson,J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15281","Holmes,E.C.","Conlon,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15376","Holmes,E.C.","Workman,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15464","Holmes,E.C.","Shaunak,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15552","Holmes,E.C.","Olson,K.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15641","Holmes,E.C.","Goulder,P.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15729","Holmes,E.C.","Brander,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15823","Holmes,E.C.","Ogg,G.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"15913","Holmes,E.C.","Sullivan,J.S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1608","Holmes,E.C.","Dyer,W.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1615","Holmes,E.C.","Jones,I.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1623","Holmes,E.C.","McMichael,A.J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1632","Holmes,E.C.","Rowland-Jones,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"1642","Holmes,E.C.","Phillips,R.E.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"22393","Allen,R.L.","Wilson,J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"22481","Allen,R.L.","Conlon,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"22576","Allen,R.L.","Workman,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"22664","Allen,R.L.","Shaunak,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"22752","Allen,R.L.","Olson,K.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"22841","Allen,R.L.","Goulder,P.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"22929","Allen,R.L.","Brander,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"23023","Allen,R.L.","Ogg,G.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"23113","Allen,R.L.","Sullivan,J.S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"2328","Allen,R.L.","Dyer,W.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"2334","Allen,R.L.","Jones,I.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"2343","Allen,R.L.","McMichael,A.J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"2352","Allen,R.L.","Rowland-Jones,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"2362","Allen,R.L.","Phillips,R.E.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"29581","Wilson,J.","Conlon,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"29676","Wilson,J.","Workman,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"29764","Wilson,J.","Shaunak,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"29852","Wilson,J.","Olson,K.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"29941","Wilson,J.","Goulder,P.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"30029","Wilson,J.","Brander,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"30123","Wilson,J.","Ogg,G.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"30213","Wilson,J.","Sullivan,J.S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"3037","Wilson,J.","Dyer,W.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"3043","Wilson,J.","Jones,I.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"3052","Wilson,J.","McMichael,A.J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"3061","Wilson,J.","Rowland-Jones,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"3071","Wilson,J.","Phillips,R.E.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"36676","Conlon,C.","Workman,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"36764","Conlon,C.","Shaunak,S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"36852","Conlon,C.","Olson,K.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"36941","Conlon,C.","Goulder,P.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"37029","Conlon,C.","Brander,C.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"37123","Conlon,C.","Ogg,G.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"37213","Conlon,C.","Sullivan,J.S.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"3737","Conlon,C.","Dyer,W.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"3743","Conlon,C.","Jones,I.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
"3753","Conlon,C.","McMichael,A.J.",2000,"Submitted (03-NOV-2000) Institute of Molecular Medicine, MRC Human	Immunology Group, John Radcliffe Hospital, Headington, Oxford, Oxon	OX3 9DS, United Kingdom","Human immunodeficiency virus 1","Viruses",11676
